1317040011	中山醫學大學附設醫院
EB86361278	宇兆工業有限公司
EB86362327	億興工程顧問有限公司
EB86362776	英濟股份有限公司
EB86368434	尚府建設有限公司
EB86375961	美商同棪國際工程顧問股份有限公司台灣分公司
EB86379116	統一精工股份有限公司
EB86379707	健鼎科技股份有限公司
EB86380802U980000	聯邦商業銀行股份有限公司執行命令收文
EB86380802	聯邦商業銀行股份有限公司
EB86380985	德和建設股份有限公司
EB86381056	安益國際展覽股份有限公司
EB86381252	台灣松下銷售股份有限公司
EB86383370U010000	達和環保服務股份有限公司新店分公司
EB86383370U040000	達和環保服務股份有限公司八里分公司
EB86383370U020000	達和環保服務股份有限公司樹林分公司
EB86383884	台灣參天製藥股份有限公司
EB86384259	瑞銀證券投資信託股份有限公司
EB86384477	元大證券投資信託股份有限公司
EB86384770	統一證券投資信託股份有限公司
EB86384949	富邦證券投資信託股份有限公司
EB86384954	景順證券投資信託股份有限公司
EB86385102	華南永昌證券投資信託股份有限公司
EB86385124	摩根證券投資信託股份有限公司
EB86385237	瀚亞證券投資信託股份有限公司
EB86385617	玉山證券投資信託股份有限公司
EB86386622	世正開發股份有限公司
EB86386881	台灣檢驗科技股份有限公司高雄分公司
EB86396945	碧根開發建設股份有限公司
EB86406401	精確實業股份有限公司
EB86410720	亞帝歐光電股份有限公司
EB86420277	稻田營造股份有限公司
EB86421661	信葳企業股份有限公司
EB86423181	益昌營造股份有限公司
EB86424983	紫陽工程顧問有限公司
EB86427715	奇鋐科技股份有限公司
EB86431942U010000	永祥營造股份有限公司-嘉運施工所
EB86431942	永祥營造股份有限公司
EB86436593	翔名科技股份有限公司
EB86438831	有辰營造有限公司
EB86439971	金氏鋼鐵股份有限公司
EB86449921	宏偉營造股份有限公司
EB86451215	高笙營造股份有限公司
EB86454682	京成建設股份有限公司
EB86458809	旭一營造有限公司
EB86460468	君洋有限公司
EB86460489	汎偉航運股份有限公司
EB86463845	光裕營造有限公司
EB86468118	驊宏資通股份有限公司
EB86481816	駿通股份有限公司
EB86482913	亞昕資訊股份有限公司
EB86483477U210000	新紀工程顧問有限公司專案二組(北部A2N)
EB86483477	新紀工程顧問有限公司企劃組
EB86483477U220000	新紀工程顧問有限公司專案二組(南部A2S)
EB86486755	中冶環境造形顧問有限公司
EB86490195	尚典生技股份有限公司
EB86491265	研通科技股份有限公司
EB86491429	肯達科技股份有限公司
EB86497970	均利科技股份有限公司
EB86504769	鑫永洋科技股份有限公司
EB86516505	日盛報關股份有限公司高雄分公司
EB86517096	遠東國際商業銀行股份有限公司
EB86517315	元大商業銀行股份有限公司
EB86517315U020000	元大商業銀行股份有限公司執行命令收文
EB86517315U010000	元大商業銀行股份有限公司作業服務部
EB86517321	凱基商業銀行股份有限公司
EB86517384	永豐商業銀行股份有限公司
EB86517384U000R00	永豐商業銀行行政處
EB86517384UW51000	永豐商業銀行保險代理部
EB86517384U807778	永豐商業銀行股份有限公司執行命令收文
EB86517413	台灣聯通停車場開發股份有限公司
EB86517510	玉山商業銀行股份有限公司
EB86517510U010000	玉山銀行存匯作業部
EB86519539	台新國際商業銀行股份有限公司
EB86519539U201563	台新國際商業銀行股份有限公司執行命令收文
EB86521351	台光電子材料股份有限公司
EB86522210	台塑石化股份有限公司
EB86534980	耀勝電子股份有限公司
EB86536880	佳緯營造有限公司
EB86540792	震南鐵線股份有限公司
EB86541238	沛亨半導體股份有限公司
EB86543094	欣樺股份有限公司
EB86548921	福觀營造股份有限公司
EB86553923	澤佑工程顧問有限公司
EB86563318	宏昇營造股份有限公司
EB86565717	建德營造有限公司
EB86575187	汎瑋材料科技股份有限公司
EB86577137	政錩汽車股份有限公司
EB86579402	俊吉營造股份有限公司
EB86594353	長薪室內裝修有限公司
EB86594656	東軒建設股份有限公司
EB86600025	巧豐資訊股份有限公司
EB86606294	三興營造工程有限公司
EB86616791	富爾特科技股份有限公司
EB86619811	環佑實業有限公司
EB86620351	新普科技股份有限公司
EB86620818	盛河營造有限公司
EB86622800	宏鑫寶業技術顧問股份有限公司
EB86628826	統營營造股份有限公司
EB86637206	世鎧精密股份有限公司
EB86641047	力美營造有限公司
EB86643354	展信實業有限公司
EB86649006	杏一醫療用品股份有限公司
EB86651451	雪芃設計顧問有限公司
EB86653296	順鼎營造股份有限公司
EB86665032	福霖園藝有限公司
EB86667046	鈺鎧科技股份有限公司
EB86668896	宏洋營造有限公司
EB86682497	同開營造股份有限公司
EB86683720	美商默沙東藥廠股份有限公司台灣分公司
EB86685142	台灣汽電共生股份有限公司
EB86687633	美商摩根大通銀行股份有限公司台北分公司
EB86687991	塩城運輸股份有限公司
EB86688160	皇陞交通股份有限公司
EB86688957	美琪瑪國際股份有限公司
EB86689421	南鎮天然氣股份有限公司
EB86690573	中磊電子股份有限公司
EB86690644	力麒建設股份有限公司
EB86690807U860000	挪威商立恩威驗證股份有限公司台灣分公司能源系統部高雄辦公室
EB86690807	挪威商立恩威驗證股份有限公司台灣分公司
EB86691377	建榮工業材料股份有限公司
EB86691469	紘昇交通有限公司
EB86691968	將捷股份有限公司
EB86698478	正龍工程股份有限公司
EB86699639	九品股份有限公司
EB86700973	醫影股份有限公司
EB86701804	佳必琪國際股份有限公司
EB86704393	豐技生物科技股份有限公司
EB86704675	海棠園藝有限公司
EB86710418	由田新技股份有限公司
EB86710851	天鉞電子股份有限公司
EB86712366	源一資訊股份有限公司
EB86723722	優你康光學股份有限公司
EB86727305	永成利企業股份有限公司
EB86731791	欣訊科技股份有限公司
EB86732383	廣技工程有限公司
EB86735240	矽創電子股份有限公司
EB86736819	馨琳揚企管顧問有限公司
EB86746561	皇龍開發股份有限公司
EB86754604	日觀實業股份有限公司
EB86757124	康普材料科技股份有限公司
EB86757291	博大科技股份有限公司
EB86763131	尚暉營造有限公司
EB86764223	銘榮元實業股份有限公司
EB86774382	宜隆營造有限公司
EB86774398	谷合營造有限公司
EB86779099	冠好科技股份有限公司
EB86786401	金星車業有限公司
EB86787099	欣道實業股份有限公司
EB86794227	鉅揚工程顧問股份有限公司
EB86795443	閎大營造股份有限公司
EB86806666	和群室內裝修股份有限公司
EB86808860	凱發汽車有限公司
EB86831047	國隆營造工程股份有限公司
EB86831927	湯石照明科技股份有限公司
EB86832539	洲域營造有限公司
EB86834065	長豐工程顧問股份有限公司
EB86834614	崧騰企業股份有限公司
EB86835873	東和工程顧問有限公司
EB86841087	翔富裕營造股份有限公司
EB86843607	美地綜合建築物管理維護股份有限公司
EB86845886	佳洛系統工程有限公司
EB86851459	怡興工程顧問有限公司
EB86856139	偉立資訊有限公司
EB86858360	奕捷營造股份有限公司
EB86859403	飛資得系統科技股份有限公司
EB86865138	倚強科技股份有限公司
EB86870596	駿馳工程股份有限公司
EB86870646	德鴻科技股份有限公司
EB86871981	潤泰精密材料股份有限公司
EB86872594	伊林娛樂股份有限公司
EB86876938	固威電機股份有限公司
EB86879739	泰鋒電腦股份有限公司
EB86880449	達運光電股份有限公司
EB86882278	倍微科技股份有限公司
EB86883945	北承汽車有限公司
EB86887421	第一金證券投資顧問股份有限公司
EB86891972	新漢股份有限公司
EB86898736	杜象藝術有限公司
EB86899209	尚潔環境工程股份有限公司
EB86911999	渝豐實業股份有限公司
EB86916740	百鋐營造股份有限公司
EB86924256	天鵝湖建設股份有限公司
EB86925184	美商富國銀行股份有限公司台北分公司
EB86926509	鹽順通運事業有限公司
EB86927438	荷商葛蘭素史克藥廠股份有限公司台灣分公司
EB86928561U816930	安泰商業銀行股份有限公司執行命令收文
EB86928561	安泰商業銀行股份有限公司
EB86928788	儒億科技股份有限公司
EB86932805	北瑪室內裝修設計有限公司
EB86943660	坤山汽車有限公司
EB86943774	聯威營造股份有限公司
EB86949545	萬銘工程科技股份有限公司
EB86957571	群運環保股份有限公司
EB86960941	井帝工程股份有限公司
EB86964812	威勝營造股份有限公司
EB86969112	東義工程顧問股份有限公司
EB86970899	正堯工程顧問股份有限公司
EB86972329	琨鼎環境科技股份有限公司
EB86976198	傑霖科技股份有限公司
EB86978512	西北臺慶科技股份有限公司
EB86980046	嘉聯益科技股份有限公司
EB86984697	亞台開發股份有限公司
EB86985605	和勤精機股份有限公司
EB86990889	力元營造有限公司
EB87051700	佳冠國際企業社
EB87088586	聯一設計工作室
EB87092759	慧呈工程行
EB87096832	尹承企業社
EB87308961	鴻鑫研發顧問聯合企業
EB87591262	鴻立環保企業社
EB87645979	華暉土木包工業
EB88121697	東盟開發實業股份有限公司
EB88187108	春雨工廠股份有限公司
EB88233975	渢妙離岸風力發電股份有限公司
EB88264527	寶錸證券投資顧問股份有限公司
EB88387577	台灣海力航空股份有限公司
EB88673760	祥翊土木包工業
EB88703384	茂新營造工程股份有限公司
EB88713828	易蜂企業股份有限公司
EB88731086	松霖土木包工業
EB88744414	誠泰工業科技股份有限公司
EB88902314	秉辰土木包工業
EB89004161	華泰電子股份有限公司
EB89112936	京鼎工程顧問有限公司
EB89114337	華新能源電纜系統股份有限公司
EB89114625	潤新資訊股份有限公司
EB89118967	豐霖生活館有限公司
EB89122293	樺康智雲股份有限公司
EB89122786	雄陞營造股份有限公司
EB89125720	太一全球事業股份有限公司
EB89126777	安能複材科技股份有限公司
EB89127207	迎發能源股份有限公司
EB89127662	智璟科技股份有限公司
EB89128888	海悅管理顧問有限公司
EB89129514	中陸工程顧問有限公司
EB89130287	聯碩物業有限公司
EB89132460	茂奎股份有限公司
EB89140546	鍇睿國際數位股份有限公司
EB89141340	沅晞生活館有限公司
EB89145612	道地新傳媒股份有限公司
EB89148625	日儲能源股份有限公司
EB89151281	日一營造有限公司
EB89152649	台新期貨股份有限公司
EB89154554	藍盾永續文化有限公司
EB89156103	明鉅有限公司
EB89160423	戽金物流有限公司
EB89160633	紅租物業股份有限公司
EB89164336	輝隆工程顧問有限公司
EB89166947	采松有限公司
EB89167740	尊信不動產經紀有限公司台南分公司
EB89167798	嘉暘開發有限公司高雄分公司
EB89173270	野森國際有限公司
EB89175299	久久森股份有限公司
EB89175679	嘉崧生活館有限公司
EB89175832	加昱顧問有限公司
EB89177901	予禾工程顧問有限公司
EB89178177	美事來做管理顧問有限公司
EB89183170	華森泰業有限公司
EB89184179	祥鈺營造股份有限公司
EB89191158	吉韋企業有限公司
EB89191880	新合興通運有限公司
EB89202303	友文實業股份有限公司
EB89203274	佳韋科技有限公司
EB89206498	名隆營造工程有限公司
EB89208123	東大加油站有限公司
EB89219536	雙枝營造有限公司
EB89223594	帝盟營造有限公司
EB89228394	騰豐營造有限公司
EB89234500	甲聖工業股份有限公司
EB89238750	鴻呈實業股份有限公司
EB89242776	有達營造有限公司
EB89250352	祥賀營造有限公司
EB89254499	五湖四海營造股份有限公司
EB89255722	金城建設股份有限公司
EB89255785	翊紘工程有限公司
EB89255997	沅順欣工程有限公司
EB89258452	新總陽建設股份有限公司
EB89260422	風青實業股份有限公司
EB89261652	全台晶像股份有限公司
EB89262603	萊康企業股份有限公司
EB89265088	星宏營造股份有限公司
EB89266170	集雅社股份有限公司
EB89268281	鷗博科技有限公司
EB89269991	力歐科技股份有限公司
EB89271758	星喬營造有限公司
EB89272497	博愛車業股份有限公司
EB89276917	呈傳企業有限公司
EB89279484	瑺億物業有限公司
EB89280412	鈺來營造有限公司
EB89283591	安聯人壽保險股份有限公司
EB89284058	冠悠生活館有限公司
EB89284677	光原驗證服務股份有限公司
EB89285269	歐噴有限公司
EB89290191	乙吉營造股份有限公司
